pattern_code,name,name_ja,medium,sub_medium,genre,era,region,description,description_ja,structural_role,coordinate_json,typography_json,color_json,hierarchy_levels,visual_complexity,use_when,use_when_ja,avoid_when
BK-PRC-0118,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,us,Pattern BK-PRC-0118,How-Toフローチャートパターン,columnette,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0119,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,eu,Pattern BK-PRC-0119,How-Toフローチャートパターン,colophon,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0120,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,jp,Pattern BK-PRC-0120,How-Toフローチャートパターン,index,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0121,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,us,Pattern BK-PRC-0121,How-Toフローチャートパターン,cover,"{""trim_size_mm"": [128, 188], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0122,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,eu,Pattern BK-PRC-0122,How-Toフローチャートパターン,spine,"{""trim_size_mm"": [128, 188], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0123,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,jp,Pattern BK-PRC-0123,How-Toフローチャートパターン,dust_jacket,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0124,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,us,Pattern BK-PRC-0124,How-Toフローチャートパターン,endpaper,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0125,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,eu,Pattern BK-PRC-0125,How-Toフローチャートパターン,title_page,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0126,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,jp,Pattern BK-PRC-0126,How-Toフローチャートパターン,chapter_opener,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0127,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,us,Pattern BK-PRC-0127,How-Toフローチャートパターン,body,"{""trim_size_mm"": [128, 188], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0128,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,eu,Pattern BK-PRC-0128,How-Toフローチャートパターン,columnette,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0129,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,jp,Pattern BK-PRC-0129,How-Toフローチャートパターン,colophon,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0130,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,us,Pattern BK-PRC-0130,How-Toフローチャートパターン,index,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0131,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,eu,Pattern BK-PRC-0131,How-Toフローチャートパターン,cover,"{""trim_size_mm"": [182, 257], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0132,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,jp,Pattern BK-PRC-0132,How-Toフローチャートパターン,spine,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0133,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,us,Pattern BK-PRC-0133,How-Toフローチャートパターン,dust_jacket,"{""trim_size_mm"": [128, 188], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0134,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,eu,Pattern BK-PRC-0134,How-Toフローチャートパターン,endpaper,"{""trim_size_mm"": [182, 257], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0135,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,jp,Pattern BK-PRC-0135,How-Toフローチャートパターン,title_page,"{""trim_size_mm"": [182, 257], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0136,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,us,Pattern BK-PRC-0136,How-Toフローチャートパターン,chapter_opener,"{""trim_size_mm"": [128, 188], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0137,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,eu,Pattern BK-PRC-0137,How-Toフローチャートパターン,body,"{""trim_size_mm"": [182, 257], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0138,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,jp,Pattern BK-PRC-0138,How-Toフローチャートパターン,columnette,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0139,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,us,Pattern BK-PRC-0139,How-Toフローチャートパターン,colophon,"{""trim_size_mm"": [128, 188], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0140,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,eu,Pattern BK-PRC-0140,How-Toフローチャートパターン,index,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0141,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,jp,Pattern BK-PRC-0141,How-Toフローチャートパターン,cover,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0142,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,us,Pattern BK-PRC-0142,How-Toフローチャートパターン,spine,"{""trim_size_mm"": [182, 257], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0143,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,eu,Pattern BK-PRC-0143,How-Toフローチャートパターン,dust_jacket,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0144,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,jp,Pattern BK-PRC-0144,How-Toフローチャートパターン,endpaper,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0145,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,us,Pattern BK-PRC-0145,How-Toフローチャートパターン,title_page,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0146,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,eu,Pattern BK-PRC-0146,How-Toフローチャートパターン,chapter_opener,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0147,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,jp,Pattern BK-PRC-0147,How-Toフローチャートパターン,body,"{""trim_size_mm"": [182, 257], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0148,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,us,Pattern BK-PRC-0148,How-Toフローチャートパターン,columnette,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0149,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,eu,Pattern BK-PRC-0149,How-Toフローチャートパターン,colophon,"{""trim_size_mm"": [128, 188], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0150,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,jp,Pattern BK-PRC-0150,How-Toフローチャートパターン,index,"{""trim_size_mm"": [182, 257], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0151,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,us,Pattern BK-PRC-0151,How-Toフローチャートパターン,cover,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in practical,practicalで使用,Brand conflicts
BK-PRC-0152,How-To Flowchart,How-Toフローチャート,book,practical,practical,2000-2026,eu,Pattern BK-PRC-0152,How-Toフローチャートパターン,spine,"{""trim_size_mm"": [128, 188], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in practical,practicalで使用,Brand conflicts
